Date,địa chỉ,mặt tiền,đường vào,số tầng,số phòng  ngủ,số phòng toilet,m^2,price
04/10/2021,"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",6,8,3,4,,109,63.3 triệu/m²
04/10/2021,"Đường Nguyễn Văn Cừ, Long Biên, Hà Nội",2.85,40,2,2,2,29.6,287.2 triệu/m²
04/10/2021,"Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",,,4,8,6,90,113.3 triệu/m²
04/10/2021,"Phố Quan Nhân, Phường Nhân Chính, Thanh Xuân, Hà Nội",4.5,10,7,14,12,66,181.8 triệu/m²
04/10/2021,"Đường Bạch Đằng, Phường 6, Đà Lạt, Lâm Đồng",5,8,5,6,5,140,106.4 triệu/m²
04/10/2021,"Dự án Geleximco Lê Trọng Tấn, Đường Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",,13.5,,,,80,97.5 triệu/m²
04/10/2021,"Dự án ParaSol, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa",,,3,3,4,108,45.4 triệu/m²
04/10/2021,"Đường Tân Mai, Phường Tân Mai, Hoàng Mai, Hà Nội.",,,5,6,4,52,101.9 triệu/m²
04/10/2021,"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",30,30,2,3,4,90,56.7 triệu/m²
04/10/2021,"Dự án Aqua City, Xã Long Hưng, Biên Hòa, Đồng Nai",5.5,12,3,4,4,110,68.2 triệu/m²
04/10/2021,"Dự án Kim Chung Di Trạch, Đường Quốc lộ 32, Xã Di Trạch, Hoài Đức, Hà Nội",7,30,,,,120,8.4 tỷ
04/10/2021,"Kiệt 52 Phố Bà Triệu, Phường Phú Hội, Huế, Thừa Thiên Huế",,,1,2,1,74,36.5 triệu/m²
04/10/2021,"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",,30,3,4,4,90,56.7 triệu/m²
04/10/2021,"Đường Lê Đức Thọ, Phường 6, Gò Vấp, Hồ Chí Minh",4,10,4,4,6,76.8,101.6 triệu/m²
04/10/2021,"Đường Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",,5,5,,,38,171.1 triệu/m²
04/10/2021,"Dự án Vinhomes Star City, Đường Lê Lợi, Phường Đông Hương, Thanh Hóa, Thanh Hóa.",,,3,3,3,180,55.6 triệu/m²
04/10/2021,"Dự án An Lạc Green Symphony, Đường 70, Xã Vân Canh, Hoài Đức, Hà Nội",7,13.5,3,5,4,139,17.2 tỷ
04/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",7.5,,4,4,4,111.8,196.8 triệu/m²
04/10/2021,"Dự án Regal One World Regency , Phường Điện Ngọc, Điện Bàn, Quảng Nam",15,,3,4,4,345,11 tỷ
04/10/2021,"Ngõ 2, Đường Văn Trì, Phường Minh Khai, Bắc Từ Liêm, Hà Nội",4,2,5,6,4,45,93.3 triệu/m²
04/10/2021,"Phường Trảng Dài, Biên Hòa, Đồng Nai",5,5,,2,1,100,1.7 tỷ
04/10/2021,"134/38, Đường Lạc Long Quân, Phường 3, Quận 11, Hồ Chí Minh",4,,2,2,3,60.4,149 triệu/m²
04/10/2021,"Dự án Cityland Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",5,12,4,,,100,143 triệu/m²
04/10/2021,"Đường Bồ Đề, Long Biên, Hà Nội",3.3,10,4,4,3,48,68.8 triệu/m²
04/10/2021,"Đường Nguyễn Huy Tưởng, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",9.95,5.5,3,3,3,87.8,42.1 triệu/m²
04/10/2021,"Ngõ 16, Đường Nguyễn Khánh Toàn, Cầu Giấy, Hà Nội",5,3,6,6,7,82,136.6 triệu/m²
04/10/2021,"Đường 6, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh",5,8,4,4,6,94,154.3 triệu/m²
04/10/2021,"Dự án Louis City, Đường 70, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",6,12,5,6,6,96,8.4 tỷ
04/10/2021,"Đường Nguyễn Văn Quá, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",6,4,3,3,4,54,79.6 triệu/m²
04/10/2021,"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh",9.7,25,1,2,2,290,103.4 triệu/m²
03/10/2021,"Đường Nguyễn Khang, Phường Yên Hòa, Cầu Giấy, Hà Nội",5,3,4,5,5,43,111.6 triệu/m²
03/10/2021,"458/36, Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh",3.65,5,3,5,6,70,171.4 triệu/m²
03/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",5,17,5,50,5,70.1,159.8 triệu/m²
03/10/2021,"Phố Bà Triệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội",,3,5,5,,41,75.6 triệu/m²
02/10/2021,"Đường Nguyễn Văn Cừ, Phường Gia Thụy, Long Biên, Hà Nội",,,4,4,3,50,97.6 triệu/m²
02/10/2021,"Dự án Aqua City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",6,60,3,4,4,179,33.5 triệu/m²
02/10/2021,"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",5,,2,4,4,80,93.8 triệu/m²
02/10/2021,"Đường Ngọc Hà, Phường Ngọc Hà, Ba Đình, Hà Nội",,,4,,,112,174.1 triệu/m²
02/10/2021,"Dự án Vinhomes The Harmony, Đường Nguyệt Quế, Phường Phúc Đồng, Long Biên, Hà Nội",,,4,5,5,150,186.7 triệu/m²
02/10/2021,"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",6,8,4,4,5,81,92.6 triệu/m²
02/10/2021,"Đường Phan Đình Giót, Phường La Khê, Hà Đông, Hà Nội",3.35,4,3,3,3,58.9,79.8 triệu/m²
02/10/2021,"Đường Minh Khai, Hai Bà Trưng, Hà Nội",,2,4,2,3,33,104.5 triệu/m²
02/10/2021,"Đường Phong Bắc 8, Phường Hòa Thọ Đông, Cẩm Lệ, Đà Nẵng",15,7.5,2,4,3,300,32.7 triệu/m²
01/10/2021,"Đường Đinh Công Tráng, Xã Lộc Châu, Bảo Lộc, Lâm Đồng",6,6,,,,120,25 triệu/m²
01/10/2021,"Đường Nội Am, Xã Liên Ninh, Thanh Trì, Hà Nội",5.2,5,1,2,1,107,5.4 tỷ
01/10/2021,"Ngõ 140, Phố Chùa Quỳnh, Phường Quỳnh Lôi, Hai Bà Trưng, Hà Nội",,10,2,3,2,53,99.1 triệu/m²
01/10/2021,"Đường Nguyễn Trãi, Phường Hạ Đình, Thanh Xuân, Hà Nội",5,18,8,8,8,70,278.6 triệu/m²
01/10/2021,"Dự án Susan Yên Phong, Xã Yên Trung, Yên Phong, Bắc Ninh",10,48,5,12,10,105,1.9 tỷ
01/10/2021,"251, Đường Cổ Nhuế, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",,,5,3,4,37.5,89.3 triệu/m²
30/09/2021,"Phố Trần Quốc Hoàn, Phường Mai Dịch, Cầu Giấy, Hà Nội",,4,5,4,4,45,155.6 triệu/m²
30/09/2021,"Đường Thúy Lĩnh, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",,,3,3,2,190,64.7 triệu/m²
30/09/2021,"Phường Thạch Bàn, Long Biên, Hà Nội",,2.5,5,3,4,30,80 triệu/m²
30/09/2021,"SN 75 K ngõ 479, Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",3.8,2.8,4,3,3,30,93.3 triệu/m²
30/09/2021,"Ngách 118 SN 7B ngõ 467, Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",4.2,2.5,4,3,3,31,87.1 triệu/m²
30/09/2021,"Số 5C ngõ 285, Đường Nam Dư, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",4,2,4,3,3,30,88.3 triệu/m²
30/09/2021,"Phường Yên Nghĩa, Hà Đông, Hà Nội",4,11,4,4,3,50,96 triệu/m²
30/09/2021,"Dự án Aqua City, Đường Hương lộ 2, Xã Long Hưng, Biên Hòa, Đồng Nai",6,20,3,4,5,120,88.3 triệu/m²
30/09/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",10,17,4,,,150,133.3 triệu/m²
30/09/2021,"Dự án Horizon Bay, Đường Hoàng Quốc Việt, báo đảo 1, Phường Bãi Cháy, Hạ Long, Quảng Ninh",7,22,5,8,5,85,7.2 tỷ
30/09/2021,"Dự án Meyhomes Capital, Đường 975, Phường An Thới, Phú Quốc, Kiên Giang",,36,3,4,3,94.25,88.1 triệu/m²
30/09/2021,"Dự án Casamia Calm Hội An, Phố Hai Bà Trưng, Xã Cẩm Hà, Hội An, Quảng Nam",10,,2,3,3,150,41.5 triệu/m²
30/09/2021,"159, Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",4,24,4,6,3,80,287.5 triệu/m²
30/09/2021,"Đường 12, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,,4,4,5,72,81.2 triệu/m²
30/09/2021,"Số 2 ngách 1 ngõ 106, Đường Hoàng Quốc Việt, Phường Nghĩa Tân, Cầu Giấy, Hà Nội",10,,4,5,4,100,255 triệu/m²
30/09/2021,"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",,,3,4,3,48.75,125.1 triệu/m²
30/09/2021,"Số nhà 44 ngõ 20, Đường Văn Phú, Phường Phú La, Hà Đông, Hà Nội",5,19,4,3,,50,186 triệu/m²
30/09/2021,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",4,3,5,3,4,32,104.7 triệu/m²
30/09/2021,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",4,8,5,9,11,150,166.7 triệu/m²
30/09/2021,"Đường Phan Huy Ích, Phường 15, Tân Bình, Hồ Chí Minh",,,2,2,2,38.5,101.3 triệu/m²
30/09/2021,"Dự án Casamia Calm Hội An, Phố Hai Bà Trưng, Xã Cẩm Hà, Hội An, Quảng Nam",10,11,2,3,2,150,46.3 triệu/m²
30/09/2021,"Đường Yên Lãng, Phường Láng Hạ, Đống Đa, Hà Nội",5.4,2.7,4,4,3,68.5,118.2 triệu/m²
29/09/2021,"Ngõ 388 số nhà 5, Đường Thụy Khuê, Phường Thụy Khuê, Tây Hồ, Hà Nội",6,3,5,4,3,50,112 triệu/m²
16/09/2021,"Dự án KVG The Capella Nha Trang, Đường Võ Nguyên Giáp, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",5,14,3,,,100,39 triệu/m²
09/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",10,17,4,,,150,133.3 triệu/m²
09/10/2021,"Đường Bồ Đề, Phường Bồ Đề, Long Biên, Hà Nội",4,5,6,7,5,60,100 triệu/m²
09/10/2021,"Ngõ 128, Đường An Đà, Phường Đằng Giang, Ngô Quyền, Hải Phòng",5,3,3,3,2,75,42.7 triệu/m²
09/10/2021,"Dự án Thạnh Mỹ Lợi - Phú Nhuận 1,2, Đường Nguyễn Văn Kỉnh, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",7,12,,,,129.5,158.3 triệu/m²
09/10/2021,"Dự án The Phoenix Garden, Đường Tây Thăng Long, Thị trấn Phùng, Đan Phượng, Hà Nội",10,13.5,3,,,200,6.2 tỷ
09/10/2021,"Dự án An Vượng Villa, Hà Đông, Hà Nội",9,11.5,4,,,225,17.6 tỷ
09/10/2021,"Đường Duy Tân, Phường 15, Phú Nhuận, Hồ Chí Minh",,,4,5,5,100,130 triệu/m²
09/10/2021,"Ngõ 254/71, Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",3.8,2.5,3,3,2,45,67.8 triệu/m²
02/10/2021,"Ngõ 61, Phố Lạc Trung, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội",9,10,4,4,6,100,152 triệu/m²
09/10/2021,"269/34/3, Đường Phan Huy Ích, Phường 14, Gò Vấp, Hồ Chí Minh",,5,4,4,4,64.5,96.1 triệu/m²
09/10/2021,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",5,7,7,4,,60,258.3 triệu/m²
09/10/2021,"Đường 10, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",,,3,4,5,65,103.1 triệu/m²
09/10/2021,"Đường Nguyễn Văn Cừ, Phường Bồ Đề, Long Biên, Hà Nội",,,5,3,4,35,85.7 triệu/m²
30/09/2021,"Phố Đốc Ngữ, Phường Liễu Giai, Ba Đình, Hà Nội",,20,5,7,6,137,178.8 triệu/m²
09/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",5,30,5,,,136,80.9 triệu/m²
08/10/2021,"Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",12,,7,22,,92,13.8 tỷ
08/10/2021,"Đông Thủ Thiêm, Quận 2, Hồ Chí Minh",6,10,3,,,108,83.3 triệu/m²
08/10/2021,"Phố Vũ Tông Phan, Phường Hạ Đình, Thanh Xuân, Hà Nội",4.5,3.5,5,6,5,32,110.9 triệu/m²
08/10/2021,"Ngõ 29, Phố Khương Hạ, Phường Khương Đình, Thanh Xuân, Hà Nội",4,7,5,5,4,41,146.3 triệu/m²
08/10/2021,"Dự án Verosa Park, Quận 9, Hồ Chí Minh",6,24,4,4,5,85,129.4 triệu/m²
08/10/2021,"Đường Nguyễn Khang, Phường Quan Hoa, Cầu Giấy, Hà Nội",3.6,3,5,4,4,50,106 triệu/m²
08/10/2021,"Đường Trương Định, Phường Trương Định, Hai Bà Trưng, Hà Nội",4.5,3,5,3,4,30,83.3 triệu/m²
08/10/2021,"số 28/3 Đường 5, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",2,8,2,2,2,25,100 triệu/m²
08/10/2021,"Dự án Khu dân cư Văn Minh, Sông Giồng, Phường An Phú, Quận 2, Hồ Chí Minh",10,12,3,4,3,300,84.7 triệu/m²
08/10/2021,"Số nhà 33A2 ngõ 160, Đường Lạc Long Quân, Phường Bưởi, Tây Hồ, Hà Nội",5,2,6,6,,34,104.4 triệu/m²
08/10/2021,"đường Mỹ Đình, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",,,4,4,3,35,100 triệu/m²
08/10/2021,"Dự án CityLand Park Hills, Gò Vấp, Hồ Chí Minh",5,12,5,5,6,100,153 triệu/m²
08/10/2021,"Đường Phúc Đồng, Phường Phúc Đồng, Long Biên, Hà Nội",4,,1,,,42,97.6 triệu/m²
08/10/2021,"Xã Vĩnh Thái, Nha Trang, Khánh Hòa",4,10,,2,,64,23.9 triệu/m²
08/10/2021,"8 Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh",,8,2,3,3,84,202.4 triệu/m²
08/10/2021,"Đường Kim Đồng, Phường Giáp Bát, Hoàng Mai, Hà Nội",4.38,7,5,,,50,124 triệu/m²
08/10/2021,"Hẻm 95, Đường Nguyễn Văn Trỗi, Phường 12, Phú Nhuận, Hồ Chí Minh",,,3,4,4,44.8,212.1 triệu/m²
08/10/2021,"Ngõ 14/14, Đường Mễ Trì Hạ, Phường Mễ Trì, Nam Từ Liêm, Hà Nội.",3.36,,4,3,3,50.3,5.3 tỷ
08/10/2021,"Đường Nguyễn Khuyến, Phường 12, Bình Thạnh, Hồ Chí Minh",7,4.5,1,3,2,185.3,67.5 triệu/m²
08/10/2021,"Dự án NovaWorld Hồ Tràm, Xã Bình Châu, Xuyên Mộc, Bà Rịa Vũng Tàu",8,14,2,3,3,160,35 triệu/m²
08/10/2021,"Số nhà 8 ngõ 291, Đường Thụy Phương, Phường Thụy Phương, Bắc Từ Liêm, Hà Nội",,15,5,4,4,36,111.1 triệu/m²
08/10/2021,"54/20/14, Đường Bạch Đằng, Phường 2, Tân Bình, Hồ Chí Minh",,6,3,4,5,80.84,169.5 triệu/m²
08/10/2021,"Đường 6, Bình Tân, Hồ Chí Minh",4,8,3,5,3,88,51.1 triệu/m²
08/10/2021,"Dự án KĐT Trung Văn - Vinaconex 3, Đường Cương Kiên, Phường Trung Văn, Nam Từ Liêm, Hà Nội",,,3,,,168,136.9 triệu/m²
08/10/2021,"Đường 41, Phường 16, Quận 8, Hồ Chí Minh",4,7,3,4,3,60,63.3 triệu/m²
08/10/2021,"Đường Gò Nảy 7, Phường Hòa Minh, Liên Chiểu, Đà Nẵng",,7.5,3,4,4,97,59.8 triệu/m²
08/10/2021,"Dự án Khu dân cư Thạnh Xuân, Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",6,6,3,4,5,65,75.4 triệu/m²
08/10/2021,"Dự án Thanh Long Bay, Đường 719B, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận  ",,25,3,5,3,108,53.7 triệu/m²
08/10/2021,"Đường 351, Xã Đặng Cương, An Dương, Hải Phòng",4,16,3,3,3,100,46 triệu/m²
08/10/2021,"Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",20,40,,,,156,25 tỷ
08/10/2021,"Dự án Vinhomes The Harmony, Phường Việt Hưng, Long Biên, Hà Nội",30,9,4,6,,400,37.5 triệu/m²
08/10/2021,"Số 70, Phường Vạn Phúc, Hà Đông, Hà Nội",,,5,4,5,30,107.3 triệu/m²
08/10/2021,"Đường Trương Định, Phường Tân Mai, Hoàng Mai, Hà Nội",4.3,4,5,6,5,50,119 triệu/m²
08/10/2021,"Đường Nguyễn Viết Xuân, Phường Hà Cầu, Hà Đông, Hà Nội",4,18,6,6,6,48,233.3 triệu/m²
08/10/2021,"SN 16 Ngõ 1, xóm Bảng, Đường Cổ Điển A, Xã Tứ Hiệp, Thanh Trì, Hà Nội",,,4,3,3,35.5,70.4 triệu/m²
08/10/2021,"Đường 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",,,2,2,2,33,45.5 triệu/m²
08/10/2021,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",4.5,6,5,6,4,48,104.2 triệu/m²
08/10/2021,"Đường Chiến Thắng, Phường Văn Quán, Hà Đông, Hà Nội",4.05,6,4,4,4,55,124.5 triệu/m²
08/10/2021,"Dự án Geleximco Lê Trọng Tấn, Phố Lê Trọng Tấn, Phường Dương Nội, Hà Đông, Hà Nội",6,10.5,5,5,6,120,66.7 triệu/m²
08/10/2021,"Phố Kim Mã, Phường Kim Mã, Ba Đình, Hà Nội",4.3,6,5,6,,48,104.2 triệu/m²
07/10/2021,"Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",5,3,4,5,,52,117.3 triệu/m²
07/10/2021,"Phường Dương Nội, Hà Đông, Hà Nội",3.3,2.7,4,3,3,31,74.2 triệu/m²
07/10/2021,"Dự án Vinhomes Imperia Hải Phòng, Phường Thượng Lý, Hồng Bàng, Hải Phòng",12,13,4,5,3,144,118.1 triệu/m²
07/10/2021,"Đường Lê Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9, Hồ Chí Minh",,2,3,3,3,60,63.3 triệu/m²
07/10/2021,"2889A/21A Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh",5,3,1,2,1,112,42.9 triệu/m²
07/10/2021,"Đường Thanh Liệt, Xã Thanh Liệt, Thanh Trì, Hà Nội",,,5,4,,35,104.3 triệu/m²
07/10/2021,"Kim Lâm, Đường 21B, Thị trấn Kim Bài, Thanh Oai, Hà Nội",5.4,,3,6,3,347,16.1 triệu/m²
07/10/2021,"Đường Đinh Tiên Hoàng, Thanh Khê, Đà Nẵng",4,5.5,3,3,3,60,135 triệu/m²
07/10/2021,"Số 6 ngõ 217, Đường Yên Hòa, Phường Yên Hòa, Cầu Giấy, Hà Nội",,3,6,9,9,42,111.9 triệu/m²
04/10/2021,"SN 20 ngõ 479, Đường Lĩnh Nam, Phường Lĩnh Nam, Hoàng Mai, Hà Nội",3.8,,4,3,,32,85.9 triệu/m²
07/10/2021,"Số 32 ngõ Đường Thịnh Quang, Phường Thịnh Quang, Đống Đa, Hà Nội",4,3.8,6,4,4,40,155 triệu/m²
07/10/2021,"06, Đường Thanh Sơn, Phường Thanh Bình, Hải Châu, Đà Nẵng",4.5,,4,3,,92.1,124.9 triệu/m²
07/10/2021,"Đường Khương Đình, Phường Khương Đình, Thanh Xuân, Hà Nội",4,3,5,3,3,32,129.7 triệu/m²
07/10/2021,"Xã Kim Nỗ, Đông Anh, Hà Nội",5,7,1,3,2,103,3 tỷ
07/10/2021,"369/32 Đường Phạm Văn Chiêu, Phường 14, Gò Vấp, Hồ Chí Minh",5,6,,2,2,23.2,94.8 triệu/m²
07/10/2021,"Ngõ 25, Đường Lâm Du, Phường Bồ Đề, Long Biên, Hà Nội",3.2,20,4,3,3,35,85.4 triệu/m²
07/10/2021,"Dự án Solar City, Đường Nguyễn Trung Trực, Thị trấn Bến Lức, Bến Lức, Long An",5,20,3,4,3,78.6,57.3 triệu/m²
07/10/2021,"Dự án Thanh Long Bay, Xã Tân Thành, Hàm Thuận Nam, Bình Thuận",13,42,3,4,3,286,8.6 tỷ
07/10/2021,"Đường Số 8, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",5.6,5,3,4,5,56,122.7 triệu/m²
07/10/2021,"Phường Tân Định, Quận 1, Hồ Chí Minh",,,3,3,4,37.6,210.1 triệu/m²
07/10/2021,"Dự án An Vượng Villa, Phường Dương Nội, Hà Đông, Hà Nội",9,27,4,6,5,180,94.4 triệu/m²
07/10/2021,"Dự án Bình Minh Garden, Đường Đức Giang, Phường Đức Giang, Long Biên, Hà Nội",4.5,12,5,4,6,79,132.9 triệu/m²
07/10/2021,"Dự án Khai Sơn City, Phường Thượng Thanh, Long Biên, Hà Nội",6,15,5,4,5,100,125 triệu/m²
06/10/2021,"Đường 70, Phường Tây Tựu, Bắc Từ Liêm, Hà Nội",3.5,2.5,4,4,3,32,68.8 triệu/m²
06/10/2021,"Số nhà 82 nghách 20 ngõ 214, Đường Nguyễn Xiển, Phường Hạ Đình, Thanh Xuân, Hà Nội",,,3,2,2,50,58 triệu/m²
06/10/2021,"Số 2 ngõ 210/41, Đường Đội Cấn, Phường Đội Cấn, Ba Đình, Hà Nội",5.2,3,2,2,2,58.6,113.5 triệu/m²
06/10/2021,"Dự án HUD Sơn Tây, Phường Quang Trung, Sơn Tây, Hà Nội",5,35,4,4,3,75,33.3 triệu/m²
06/10/2021,"Đường Huỳnh Thúc Kháng, Phường Nam Dương, Hải Châu, Đà Nẵng",,,3,4,4,41.1,214.1 triệu/m²
06/10/2021,"Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",5,10,5,4,4,31,90.3 triệu/m²
06/10/2021,"Đường Sở Dầu, Phường Sở Dầu, Hồng Bàng, Hải Phòng.",4,,3,3,3,40,75 triệu/m²
06/10/2021,"Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội",3.6,5,5,6,4,58,119 triệu/m²
06/10/2021,"Phố Vạn Kiếp, Phường 3, Bình Thạnh, Hồ Chí Minh",4,3,2,2,2,56,94.6 triệu/m²
06/10/2021,"774A Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Hồ Chí Minh",5,20,6,9,,263.2,77.9 triệu/m²
06/10/2021,"Dự án KĐT Đại Kim, Đường Nghiêm Xuân Yêm, Phường Đại Kim, Hoàng Mai, Hà Nội",5,21,5,,,75,146.7 triệu/m²
06/10/2021,"Đường Lạc Long Quân, Phường Xuân La, Tây Hồ, Hà Nội",9,6,,10,12,150,166.7 triệu/m²
06/10/2021,"Phố Thể Giao, Hai Bà Trưng, Hà Nội",4.2,,3,4,,54,101.9 triệu/m²
06/10/2021,"Dự án KĐTM Dương Nội, Đường Tố Hữu, Phường Vạn Phúc, Hà Đông, Hà Nội",9,12,4,,,180,84.4 triệu/m²
06/10/2021,"Dự án Lucasta Villa, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",10,30,3,4,4,175,102.3 triệu/m²
06/10/2021,"Đường Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",4,2,5,6,4,36,111.1 triệu/m²
06/10/2021,"Phường Tương Mai, Hoàng Mai, Hà Nội",3.7,2,5,3,4,35,100 triệu/m²
06/10/2021,"Đường Hồ Tùng Mậu, Phường Mai Dịch, Cầu Giấy, Hà Nội",6,4,7,21,,90,138.9 triệu/m²
06/10/2021,"Đường Sa Đôi, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",3.5,3.5,3,3,,34,76.5 triệu/m²
06/10/2021,"Phố Sài Đồng, Phường Sài Đồng, Long Biên, Hà Nội",8,12,4,4,2,100,106 triệu/m²
05/10/2021,"Ngõ 14, Đường Quang Trung, Phường Phú La, Hà Đông, Hà Nội",3.2,,5,4,4,35,120 triệu/m²
05/10/2021,"Đường Số 9, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",,,1,1,1,86,102.3 triệu/m²
05/10/2021,"Đường 12, Phường Linh Chiểu, Thủ Đức, Hồ Chí Minh",8.65,6,2,2,1,74.7,79 triệu/m²
05/10/2021,"Tổ 12, Đường Mậu Lương, Phường Kiến Hưng, Hà Đông, Hà Nội",5.7,2,3,3,,102.6,4.1 tỷ
05/10/2021,"Xã Long Cang, Cần Đước, Long An",6.3,,1,3,1,102,16.2 triệu/m²
05/10/2021,"Ngõ 184, Đường Trần Khát Chân, Phường Minh Khai, Hai Bà Trưng, Hà Nội",4,3,5,6,5,40,108.8 triệu/m²
05/10/2021,"Thôn Nông Công, Xã Thành Sơn, Bá Thước, Thanh Hóa",5,,1,1,1,63,47.6 triệu/m²
05/10/2021,"Đường Tô Hiệu, Phường Hồ Nam, Lê Chân, Hải Phòng",3.4,30,2,2,2,63,187.3 triệu/m²
05/10/2021,"Đường Nguyễn Văn Huyên, Phường Quan Hoa, Cầu Giấy, Hà Nội",5,20,6,8,15,65,200 triệu/m²
05/10/2021,"Ngõ 48, Đường Ngô Gia Tự, Phường Việt Hưng, Long Biên, Hà Nội",5.3,3.5,4,3,4,100,58 triệu/m²
05/10/2021,"Dự án Đô Nghĩa, Phường Yên Nghĩa, Hà Đông, Hà Nội",10,30,4,4,,200,62.5 triệu/m²
05/10/2021,"Dự án Centa City Hải Phòng, Đường 359, Xã An Lư, Thủy Nguyên, Hải Phòng",5,12,3,4,4,75,40 triệu/m²
05/10/2021,"Dự án An Vượng Villa, Đường Tố Hữu, Phường Dương Nội, Hà Đông, Hà Nội",9,12,4,5,4,180,88.9 triệu/m²
05/10/2021,"Đường Tô Vĩnh Diện, Phường Khương Đình, Thanh Xuân, Hà Nội",4,8,6,3,,35,188.5 triệu/m²
